Unnamed: 0,Unnamed: 0.1,authors,title,venue,year,type,id,cited by,title_ranking,man,woman,None,first,group,rank
897,897,"Hamdi Hassen, Aisha Zaidan, Maher Khemakhem",Complementary approaches built as web service for arabic handwriting OCR systems via amazon elastic mapreduce (EMR) model.,Int. Arab J. Inf. Technol.,2018,Journal Articles,complementaryapproachesbuiltaswebserviceforarabichandwritingocrsystemsviaamazonelasticmapreduceemrmodel2018,,Complementary approaches built web service arabic handwriting OCR systems via amazon elastic mapreduce EMR model,1,2,0,AM,3,2
903,903,"Marwa S. Elpeltagy, Moataz M. Abdelwahab, Mohamed E. Hussein, Amin A. Shoukry, Asmaa Shoala, Moustafa Galal",Multi-modality-based Arabic sign language recognition.,IET Comput. Vis.,2018,Journal Articles,multimodalitybasedarabicsignlanguagerecognition2018,,Multimodalitybased Arabic sign language recognition,4,2,0,AF,3,1
906,906,"Ines Berrazega, Rim Faiz",An Approach for Automatic Categorization of Arabic Normative Provisions.,Int. J. Artif. Intell. Tools,2018,Journal Articles,anapproachforautomaticcategorizationofarabicnormativeprovisions2018,,Approach Automatic Categorization Arabic Normative Provisions,0,2,0,NAF,2,2
908,908,"Fateh Bougamouza, Samira Hazmoune, Mohamed Benmohammed",Normalisation of handwriting speed for online Arabic characters recognition.,Int. J. Comput. Vis. Robotics,2018,Journal Articles,normalisationofhandwritingspeedforonlinearabiccharactersrecognition2018,,Normalisation handwriting speed online Arabic characters recognition,2,1,0,AM,3,2
909,909,"Kalthoum Adam, Asim Baig, Somaya Al-Máadeed, Ahmed Bouridane, Sherine El-Menshawy",KERTAS - dataset for automatic dating of ancient Arabic manuscripts.,Int. J. Document Anal. Recognit.,2018,Journal Articles,kertasdatasetforautomaticdatingofancientarabicmanuscripts2018,,KERTAS dataset automatic dating ancient Arabic manuscripts,2,2,1,AF,3,1
910,910,"Iyad Abu Doush, Faisal Alkhateeb, Anwaar Hamdi Gharaibeh",A novel Arabic OCR post-processing using rule-based and word context techniques.,Int. J. Document Anal. Recognit.,2018,Journal Articles,anovelarabicocrpostprocessingusingrulebasedandwordcontexttechniques2018,,novel Arabic OCR postprocessing rulebased word context techniques,2,1,0,AM,3,3
911,911,"Randa I. Elanwar, Wenda Qin, Margrit Betke",Making scanned Arabic documents machine accessible using an ensemble of SVM classifiers.,Int. J. Document Anal. Recognit.,2018,Journal Articles,makingscannedarabicdocumentsmachineaccessibleusinganensembleofsvmclassifiers2018,3.0,scanned Arabic documents machine accessible ensemble SVM classifiers,0,3,0,AF,2,1
914,914,"Bareeq A. Al Ghannam, Sana A. Albustan, Abeer A. Al-Hassan, Lamees A. Albustan",Towards a Standard Arabic System Usability Scale - Psychometric Evaluation using Communication Disorder App.,Int. J. Hum. Comput. Interact.,2018,Journal Articles,towardsastandardarabicsystemusabilityscalepsychometricevaluationusingcommunicationdisorderapp2018,,Towards Arabic System Usability Scale Psychometric Evaluation Communication Disorder App,0,3,1,Other,2,2
915,915,"Latifa Oulladji, Kamel Feraoun, Mohamed Batouche, Ajith Abraham",Arabic text detection using ensemble machine learning.,Int. J. Hybrid Intell. Syst.,2018,Journal Articles,arabictextdetectionusingensemblemachinelearning2018,,Arabic text detection ensemble machine learning,3,1,0,AF,3,1
916,916,"Nahla Aljojo, Asmaa Munshi, Wafa Almukadi, Anhar Hossain, Noran Omar, Bashair Aqel, Shahad Almhuemli, Fatma Asirri, Areej Alshamasi",Arabic Alphabetic Puzzle Game Using Eye Tracking and Chatbot for Dyslexia.,Int. J. Interact. Mob. Technol.,2018,Journal Articles,arabicalphabeticpuzzlegameusingeyetrackingandchatbotfordyslexia2018,,Arabic Alphabetic Puzzle Game Eye Tracking Chatbot Dyslexia,0,7,2,AF,2,1
922,922,"Nasria Bouhyaoui, Fatima Zohra Laallam, Ismaïl Biskri",Specification of semantic information of Arabic provisions.,Int. J. Metadata Semant. Ontologies,2018,Journal Articles,specificationofsemanticinformationofarabicprovisions2018,,Specification semantic information Arabic provisions,0,1,2,AF,1,1
928,928,"Amal Houidhek, Vincent Colotte, Zied Mnasri, Denis Jouvet",Evaluation of speech unit modelling for HMM-based speech synthesis for Arabic.,Int. J. Speech Technol.,2018,Journal Articles,evaluationofspeechunitmodellingforhmmbasedspeechsynthesisforarabic2018,,Evaluation speech unit modelling HMMbased speech synthesis Arabic,2,1,1,AF,3,1
935,935,"Aqil M. Azmi, Nouf Ibrahim Altmami",An abstractive Arabic text summarizer with user controlled granularity.,Inf. Process. Manag.,2018,Journal Articles,anabstractivearabictextsummarizerwithusercontrolledgranularity2018,17.0,abstractive Arabic text summarizer user controlled granularity,1,1,0,AM,3,2
936,936,"Maram Hasanain, Reem Suwaileh, Tamer Elsayed, Mücahid Kutlu, Hind Almerekhi",EveTAR - building a large-scale multi-task test collection over Arabic tweets.,Inf. Retr. J.,2018,Journal Articles,evetarbuildingalargescalemultitasktestcollectionoverarabictweets2018,,EveTAR building largescale multitask test collection Arabic tweets,1,2,1,AF,3,1
941,941,Tanzila Saba,Fuzzy ARTMAP Approach for Arabic Writer Identification using Novel Features Fusion.,J. Comput. Sci.,2018,Journal Articles,fuzzyartmapapproachforarabicwriteridentificationusingnovelfeaturesfusion2018,,Fuzzy ARTMAP Approach Arabic Writer Identification Novel Features Fusion,0,1,0,AF,1,1
946,946,"Reem Ahmed Alotaibi, Lamiaa A. Elrefaei",Improved capacity Arabic text watermarking methods based on open word space.,J. King Saud Univ. Comput. Inf. Sci.,2018,Journal Articles,improvedcapacityarabictextwatermarkingmethodsbasedonopenwordspace2018,32.0,Improved capacity Arabic text watermarking methods based word space,0,1,1,AF,1,1
947,947,"Nada B. Ibrahim, Mazen M. Selim, Hala Helmy Zayed",An Automatic Arabic Sign Language Recognition System (ArSLRS).,J. King Saud Univ. Comput. Inf. Sci.,2018,Journal Articles,anautomaticarabicsignlanguagerecognitionsystemarslrs2018,,Automatic Arabic Sign Language Recognition System ArSLRS,1,2,0,AF,3,1
948,948,"Mahmoud Al-Ayyoub, Aya Nuseir, Kholoud Alsmearat, Yaser Jararweh, Brij B. Gupta",Deep learning for Arabic NLP - A survey.,J. Comput. Sci.,2018,Journal Articles,deeplearningforarabicnlpasurvey2018,,Deep learning Arabic NLP survey,3,1,1,AM,3,2
951,951,"Bronwen G. Evans, Wafaa Alshangiti",The perception and production of British English vowels and consonants by Arabic learners of English.,J. Phonetics,2018,Journal Articles,theperceptionandproductionofbritishenglishvowelsandconsonantsbyarabiclearnersofenglish2018,,perception production British vowels consonants Arabic learners,0,2,0,NAF,2,2
959,959,"Samira Ben Dbabis, Hatem Ghorbel, Lamia Hadrich Belguith",Sequential dialogue act recognition for Arabic argumentative debates.,Proces. del Leng. Natural,2018,Journal Articles,sequentialdialogueactrecognitionforarabicargumentativedebates2018,,Sequential dialogue act recognition Arabic argumentative debates,1,2,0,AF,3,1
970,970,"Marwa Naili, Anja Habacha Chaïbi, Henda Hajjami Ben Ghézala",The Contribution of Stemming and Semantics in Arabic Topic Segmentation.,ACM Trans. Asian Low Resour. Lang. Inf. Process.,2018,Journal Articles,thecontributionofstemmingandsemanticsinarabictopicsegmentation2018,,Contribution Stemming Semantics Arabic Topic Segmentation,0,3,0,AF,2,1
971,971,"Lina Sherkawi, Nada Ghneim, Oumayma Al Dakkak",Arabic Speech Act Recognition Techniques.,ACM Trans. Asian Low Resour. Lang. Inf. Process.,2018,Journal Articles,arabicspeechactrecognitiontechniques2018,9.0,Arabic Speech Act Recognition Techniques,0,2,1,AF,2,1
972,972,"Aqil M. Azmi, Eman A. Aljafari",Universal web accessibility and the challenge to integrate informal Arabic users - a case study.,Univers. Access Inf. Soc.,2018,Journal Articles,universalwebaccessibilityandthechallengetointegrateinformalarabicusersacasestudy2018,,Universal web accessibility challenge integrate informal Arabic users study,1,1,0,AM,3,2
976,976,"Hind Saddiki, Nizar Habash, Violetta Cavalli-Sforza, Muhamed Al-Khalil",Feature Optimization for Predicting Readability of Arabic L1 and L2.,NLP-TEA@ACL,2018,Conference and Workshop Papers,featureoptimizationforpredictingreadabilityofarabicl1andl22018,7.0,Feature Optimization Predicting Readability Arabic L1 L2,2,2,0,AF,3,1
978,978,"Fatima Al-Raisi, Weijian Lin, Abdelwahab Bourai",A Monolingual Parallel Corpus of Arabic.,ACLING,2018,Conference and Workshop Papers,amonolingualparallelcorpusofarabic2018,,Monolingual Parallel Corpus Arabic,0,1,2,AF,1,1
979,979,"Aya M. Al-Zoghby, Khaled Shaalan",Ontological Optimization for Latent Semantic Indexing of Arabic Corpus.,ACLING,2018,Conference and Workshop Papers,ontologicaloptimizationforlatentsemanticindexingofarabiccorpus2018,,Ontological Optimization Latent Semantic Indexing Arabic Corpus,1,1,0,AF,3,1
982,982,"Ali Albarghothi, Walaa Saber, Khaled Shaalan",Automatic Construction of E-Government Services Ontology from Arabic Webpages.,ACLING,2018,Conference and Workshop Papers,automaticconstructionofegovernmentservicesontologyfromarabicwebpages2018,,Automatic Construction EGovernment Services Ontology Arabic Webpages,2,1,0,AM,3,2
984,984,"Manar Alkhatib, Khaled Shaalan",Paraphrasing Arabic Metaphor with Neural Machine Translation.,ACLING,2018,Conference and Workshop Papers,paraphrasingarabicmetaphorwithneuralmachinetranslation2018,1.0,Paraphrasing Arabic Metaphor Neural Machine Translation,1,1,0,AF,3,1
986,986,"Norah Alsunaidi, Lobna Alzeer, Maha Alkatheiri, Alaa Habbabah, Marwah Alattas, Malak Aljabri, Mona Altassan",Abjad - Towards Interactive Learning Approach to Arabic Reading Based on Speech Recognition.,ACLING,2018,Conference and Workshop Papers,abjadtowardsinteractivelearningapproachtoarabicreadingbasedonspeechrecognition2018,,Abjad Towards Interactive Learning Approach Arabic Reading Based Speech Recognition,0,5,1,AF,2,1
989,989,"Violetta Cavalli-Sforza, Hind Saddiki, Naoual Nassiri",Arabic Readability Research - Current State and Future Directions.,ACLING,2018,Conference and Workshop Papers,arabicreadabilityresearchcurrentstateandfuturedirections2018,4.0,Arabic Readability Research Current Future Directions,0,2,1,NAF,2,2
990,990,"Ashraf Elnagar, Leena Lulu, Omar Einea",An Annotated Huge Dataset for Standard and Colloquial Arabic Reviews for Subjective Sentiment Analysis.,ACLING,2018,Conference and Workshop Papers,anannotatedhugedatasetforstandardandcolloquialarabicreviewsforsubjectivesentimentanalysis2018,30.0,Annotated Huge Dataset Colloquial Arabic Reviews Subjective Sentiment Analysis,2,1,0,AM,3,2
993,993,"Carlos-Emiliano González-Gallardo, Elvys Linhares Pontes, Fatiha Sadat, Juan-Manuel Torres-Moreno",Automated Sentence Boundary Detection in Modern Standard Arabic Transcripts using Deep Neural Networks.,ACLING,2018,Conference and Workshop Papers,automatedsentenceboundarydetectioninmodernstandardarabictranscriptsusingdeepneuralnetworks2018,4.0,Automated Sentence Boundary Detection Arabic Transcripts Deep Neural Networks,0,1,3,Other,1,3
995,995,"Maha Heikal, Marwan Torki, Nagwa M. El-Makky",Sentiment Analysis of Arabic Tweets using Deep Learning.,ACLING,2018,Conference and Workshop Papers,sentimentanalysisofarabictweetsusingdeeplearning2018,,Sentiment Analysis Arabic Tweets Deep Learning,1,2,0,AF,3,1
997,997,"Walaa Saber Ismail, Masun Nabhan Homsi",DAWQAS - A Dataset for Arabic Why Question Answering System.,ACLING,2018,Conference and Workshop Papers,dawqasadatasetforarabicwhyquestionansweringsystem2018,,DAWQAS Dataset Arabic Question Answering System,1,1,0,AF,3,1
1001,1001,"Leena Lulu, Ashraf Elnagar",Automatic Arabic Dialect Classification Using Deep Learning Models.,ACLING,2018,Conference and Workshop Papers,automaticarabicdialectclassificationusingdeeplearningmodels2018,29.0,Automatic Arabic Dialect Classification Deep Learning Models,1,1,0,AF,3,1
1002,1002,"Nora Madi, Hend S. Al-Khalifa",A Proposed Arabic Grammatical Error Detection Tool Based on Deep Learning.,ACLING,2018,Conference and Workshop Papers,aproposedarabicgrammaticalerrordetectiontoolbasedondeeplearning2018,5.0,Proposed Arabic Grammatical Error Detection Tool Based Deep Learning,0,2,0,AF,2,1
1003,1003,"Ahmed Rafea, Nada A. GabAllah",Topic Detection Approaches in Identifying Topics and Events from Arabic Corpora.,ACLING,2018,Conference and Workshop Papers,topicdetectionapproachesinidentifyingtopicsandeventsfromarabiccorpora2018,,Topic Detection Approaches Identifying Topics Events Arabic Corpora,1,1,0,AM,3,2
1005,1005,"Rana Aref Salama, Abdou Youssef, Aly Fahmy",Morphological Word Embedding for Arabic.,ACLING,2018,Conference and Workshop Papers,morphologicalwordembeddingforarabic2018,,Morphological Word Embedding Arabic,1,2,0,AF,3,1
1006,1006,"Nasrin Taghizadeh, Heshaam Faili, Jalal Maleki",Cross-Language Learning for Arabic Relation Extraction.,ACLING,2018,Conference and Workshop Papers,crosslanguagelearningforarabicrelationextraction2018,5.0,CrossLanguage Learning Arabic Relation Extraction,1,1,1,AF,3,1
1010,1010,"Samar Al-Saqqa, Nadim Obeid, Arafat Awajan",Sentiment Analysis for Arabic Text using Ensemble Learning.,AICCSA,2018,Conference and Workshop Papers,sentimentanalysisforarabictextusingensemblelearning2018,8.0,Sentiment Analysis Arabic Text Ensemble Learning,2,1,0,AF,3,1
1011,1011,"Raja Ayed, Amina Chouigui, Bilel Elayeb",A New Morphological Annotation Tool for Arabic Texts.,AICCSA,2018,Conference and Workshop Papers,anewmorphologicalannotationtoolforarabictexts2018,,Morphological Annotation Tool Arabic Texts,0,2,1,AF,2,1
1013,1013,"Rim Laatar, Chafik Aloulou, Lamia Hadrich Belguith",Word Sense Disambiguation using Skip Gram Model to Create a Historical Dictionary for Arabic.,AICCSA,2018,Conference and Workshop Papers,wordsensedisambiguationusingskipgrammodeltocreateahistoricaldictionaryforarabic2018,1.0,Word Sense Disambiguation Skip Gram Model Create Historical Dictionary Arabic,0,2,1,AF,2,1
1015,1015,"Abdulmohsen Al-Thubaity, Muneera Alhoshan",ARARSS - A System for Constructing and Updating Arabic Textual Resources.,AISI,2018,Conference and Workshop Papers,ararssasystemforconstructingandupdatingarabictextualresources2018,,ARARSS System Constructing Updating Arabic Textual Resources,1,1,0,AM,3,2
1017,1017,"Samar Anbarkhan, Clare Stanier, Bernadette Sharp",Text Mining Approach to Extract Associations Between Obesity and Arabic Herbal Plants.,AMLTA,2018,Conference and Workshop Papers,textminingapproachtoextractassociationsbetweenobesityandarabicherbalplants2018,,Text Mining Approach Extract Associations Obesity Arabic Herbal Plants,0,3,0,AF,2,1
1022,1022,"Somaya Al-Máadeed, Syed F. K. Peer, Nandhini Subramanian",Data Collection and Image Processing System for Ancient Arabic Manuscripts.,ASAR,2018,Conference and Workshop Papers,datacollectionandimageprocessingsystemforancientarabicmanuscripts2018,,Data Collection Image Processing System Ancient Arabic Manuscripts,1,2,0,AF,3,1
1023,1023,"Qais Al-Nuzaili, Somaya Al-Máadeed, Hanadi Hassen, Ali Hamdi",Arabic Bank Cheque Words Recognition Using Gabor Features.,ASAR,2018,Conference and Workshop Papers,arabicbankchequewordsrecognitionusinggaborfeatures2018,3.0,Arabic Bank Cheque Words Recognition Gabor Features,2,2,0,AM,3,2
1024,1024,"Reem Alaasam, Berat Kurar Barakat, Jihad El-Sana",Synthesizing versus Augmentation for Arabic Word Recognition with Convolutional Neural Networks.,ASAR,2018,Conference and Workshop Papers,synthesizingversusaugmentationforarabicwordrecognitionwithconvolutionalneuralnetworks2018,,Synthesizing versus Augmentation Arabic Word Recognition Convolutional Neural Networks,2,1,0,AF,3,1
1030,1030,"Alaa Alsaeedi, Hanan Al Mutawa, Samia Snoussi, Sumayah Natheer, Kaouther Omri, Wisam Al Subhi",Arabic words Recognition using CNN and TNN on a Smartphone.,ASAR,2018,Conference and Workshop Papers,arabicwordsrecognitionusingcnnandtnnonasmartphone2018,,Arabic words Recognition CNN TNN Smartphone,2,3,1,NAF,3,2
1034,1034,"Randa I. Elanwar, Margrit Betke",The ASAR 2018 Competition on Physical Layout Analysis of Scanned Arabic Books (PLA-SAB 2018).,ASAR,2018,Conference and Workshop Papers,theasar2018competitiononphysicallayoutanalysisofscannedarabicbooksplasab20182018,1.0,ASAR 2018 Competition Physical Layout Analysis Scanned Arabic Books PLASAB 2018,0,2,0,AF,2,1
1037,1037,"Wenda Qin, Randa I. Elanwar, Margrit Betke",LABA - Logical Layout Analysis of Book Page Images in Arabic Using Multiple Support Vector Machines.,ASAR,2018,Conference and Workshop Papers,labalogicallayoutanalysisofbookpageimagesinarabicusingmultiplesupportvectormachines2018,3.0,LABA Logical Layout Analysis Book Page Images Arabic Multiple Support Vector Machines,0,3,0,NAF,2,2
1039,1039,"Rana S. M. Saad, Randa I. Elanwar, N. S. Abdel Kader, Samia Mashali, Margrit Betke",ASAR 2018 Layout Analysis Challenge - Using Random Forests to Analyze Scanned Arabic Books.,ASAR,2018,Conference and Workshop Papers,asar2018layoutanalysischallengeusingrandomforeststoanalyzescannedarabicbooks2018,1.0,ASAR 2018 Layout Analysis Challenge Random Forests Analyze Scanned Arabic Books,0,4,1,AF,2,1
1041,1041,Samia Snoussi,Smartphone Arabic Signboards Images Reading.,ASAR,2018,Conference and Workshop Papers,smartphonearabicsignboardsimagesreading2018,,Smartphone Arabic Signboards Images Reading,0,1,0,AF,1,1
1042,1042,"Nadia Soudani, Ibrahim Bounhas, Yahya Slimani",A hybrid approach for standardized Dictionary-based knowledge extraction for Arabic morpho-semantic retrieval.,ASAR,2018,Conference and Workshop Papers,ahybridapproachforstandardizeddictionarybasedknowledgeextractionforarabicmorphosemanticretrieval2018,,hybrid approach standardized Dictionarybased knowledge extraction Arabic morphosemantic retrieval,2,1,0,AF,3,1
1044,1044,"Nuha Albadi, Maram Kurdi, Shivakant Mishra",Are they Our Brothers? Analysis and Detection of Religious Hate Speech in the Arabic Twittersphere.,ASONAM,2018,Conference and Workshop Papers,aretheyourbrothersanalysisanddetectionofreligioushatespeechinthearabictwittersphere2018,,Brothers Analysis Detection Religious Hate Speech Arabic Twittersphere,0,1,1,AF,1,1
1049,1049,"Intisar O. Hussien, Kia Dashtipour, Amir Hussain",Comparison of Sentiment Analysis Approaches Using Modern Arabic and Sudanese Dialect.,BICS,2018,Conference and Workshop Papers,comparisonofsentimentanalysisapproachesusingmodernarabicandsudanesedialect2018,11.0,Comparison Sentiment Analysis Approaches Arabic Sudanese Dialect,1,2,0,AF,3,1
1052,1052,"Basma Essatouti, Hakima Khamar, Sanaa El Fkihi, Rdouan Faizi, Rachid Oulad Haj Thami",Arabic Sentiment Analysis Using a Levenshtein Distance Based Representation Approach.,CIST,2018,Conference and Workshop Papers,arabicsentimentanalysisusingalevenshteindistancebasedrepresentationapproach2018,,Arabic Sentiment Analysis Levenshtein Distance Based Representation Approach,1,3,1,AF,3,1
1057,1057,"Mohamed Aymane Sbai, Maha El Biadil, Mohammed El Mohajir, Ouafae Nahli",The use of ICT in Dealing with Learning Disabilities - A Literature Review with a Focus on Reading Arabic Texts.,CIST,2018,Conference and Workshop Papers,theuseofictindealingwithlearningdisabilitiesaliteraturereviewwithafocusonreadingarabictexts2018,,ICT Dealing Learning Disabilities Literature Review Focus Reading Arabic Texts,2,1,1,NAM,3,2
1061,1061,"Sana Khamekhem Jemni, Yousri Kessentini, Slim Kanoun, Jean-Marc Ogier",Offline Arabic Handwriting Recognition Using BLSTMs Combination.,DAS,2018,Conference and Workshop Papers,offlinearabichandwritingrecognitionusingblstmscombination2018,8.0,Offline Arabic Handwriting Recognition BLSTMs Combination,2,1,1,AF,3,1
1062,1062,"Marwah Alian, Arafat Awajan, Ahmad Al-Hasan, Raeda Akuzhia",Towards building arabic paraphrasing benchmark.,DATA,2018,Conference and Workshop Papers,towardsbuildingarabicparaphrasingbenchmark2018,,Towards building arabic paraphrasing benchmark,2,1,1,AF,3,1
1065,1065,"David Joseph Wrisley, Hind Saddiki",&quot;Moon - &quot; A Spatial Analysis of the Gumar Corpus of Gulf Arabic Internet Fiction.,DH,2018,Conference and Workshop Papers,quotmoonquotaspatialanalysisofthegumarcorpusofgulfarabicinternetfiction2018,,quotMoon quot Spatial Analysis Gumar Corpus Gulf Arabic Internet Fiction,1,1,0,NAM,3,2
1068,1068,"Nadia Soudani, Ibrahim Bounhas, Sawssen Ben Babis",Ambiguity Aware Arabic Document Indexing and Query Expansion - A Morphological Knowledge Learning-Based Approach.,FLAIRS Conference,2018,Conference and Workshop Papers,ambiguityawarearabicdocumentindexingandqueryexpansionamorphologicalknowledgelearningbasedapproach2018,,Ambiguity Aware Arabic Document Indexing Query Expansion Morphological Knowledge LearningBased Approach,1,1,1,AF,3,1
1069,1069,"Shiroq Al-Megren, Aziza Almutairi",Assessing the Effectiveness of an Augmented Reality Application for the Literacy Development of Arabic Children with Hearing Impairments.,HCI,2018,Conference and Workshop Papers,assessingtheeffectivenessofanaugmentedrealityapplicationfortheliteracydevelopmentofarabicchildrenwithhearingimpairments2018,,Assessing Effectiveness Augmented Reality Application Literacy Development Arabic Children Hearing Impairments,0,1,1,AF,1,1
1070,1070,"Omaimah Bamasag, Muna Tayeb, Maha Alsaggaf, Fatimah Shams",Nateq Reading Arabic Text for Visually Impaired People.,HCI,2018,Conference and Workshop Papers,nateqreadingarabictextforvisuallyimpairedpeople2018,,Nateq Reading Arabic Text Visually Impaired People,0,3,1,AF,2,1
1071,1071,"Marwa Amara, Kamel Zidi, Khaled Ghédira",Structural and Statistical Feature Extraction Methodology for the Recognition of Handwritten Arabic Words.,HIS,2018,Conference and Workshop Papers,structuralandstatisticalfeatureextractionmethodologyfortherecognitionofhandwrittenarabicwords2018,,Structural Statistical Feature Extraction Methodology Recognition Handwritten Arabic Words,2,1,0,AF,3,1
1074,1074,"Samia Ben Ismail, Sirine Boukedi, Kais Haddar",The Treatment of Gerund Forms for Arabic Nouns with LKB System.,KEOD,2018,Conference and Workshop Papers,thetreatmentofgerundformsforarabicnounswithlkbsystem2018,,Treatment Gerund Forms Arabic Nouns LKB System,1,2,0,AF,3,1
1075,1075,"Raja Ayed, Bilel Elayeb, Narjès Bellamine Ben Saoud",Possibilistic Morphological Disambiguation of Structured Hadiths Arabic Texts using Semantic Knowledge.,ICAART,2018,Conference and Workshop Papers,possibilisticmorphologicaldisambiguationofstructuredhadithsarabictextsusingsemanticknowledge2018,,Possibilistic Morphological Disambiguation Structured Hadiths Arabic Texts Semantic Knowledge,0,1,2,AF,1,1
1080,1080,"Amina Bouraoui, Mejdi Soufi",Br&apos;Eye - An Android Mobile Application to Teach Arabic and French Braille Alphabets to Blind Children in Tunisia.,ICCHP,2018,Conference and Workshop Papers,braposeyeanandroidmobileapplicationtoteacharabicandfrenchbraillealphabetstoblindchildrenintunisia2018,,BraposEye Android Mobile Application Teach Arabic French Braille Alphabets Blind Children Tunisia,0,1,1,AF,1,1
1081,1081,"Christian Clausner, Apostolos Antonacopoulos, Nora McGregor, Daniel Wilson-Nunn",ICFHR 2018 Competition on Recognition of Historical Arabic Scientific Manuscripts - RASM2018.,ICFHR,2018,Conference and Workshop Papers,icfhr2018competitiononrecognitionofhistoricalarabicscientificmanuscriptsrasm20182018,,ICFHR 2018 Competition Recognition Historical Arabic Scientific Manuscripts RASM2018,3,1,0,NAM,3,3
1087,1087,"Malak Abdullah, Mirsad Hadzikadic, Samira Shaikh",SEDAT - Sentiment and Emotion Detection in Arabic Text Using CNN-LSTM Deep Learning.,ICMLA,2018,Conference and Workshop Papers,sedatsentimentandemotiondetectioninarabictextusingcnnlstmdeeplearning2018,26.0,SEDAT Sentiment Emotion Detection Arabic Text CNNLSTM Deep Learning,1,1,0,AF,3,1
1096,1096,"Cilia Lachichi, Chahrazad Bendiaf, Lamia Berkani, Ahmed Guessoum",An Arabic WordNet enrichment approach using machine translation and external linguistic resources.,ICNLSP,2018,Conference and Workshop Papers,anarabicwordnetenrichmentapproachusingmachinetranslationandexternallinguisticresources2018,,Arabic WordNet enrichment approach machine translation external linguistic resources,1,2,1,NAF,3,2
1098,1098,"Mohsen Moftah, Mohammed Waleed Fakhr, Salwa El Ramly",Arabic dialect identification based on motif discovery using GMM-UBM with different motif lengths.,ICNLSP,2018,Conference and Workshop Papers,arabicdialectidentificationbasedonmotifdiscoveryusinggmmubmwithdifferentmotiflengths2018,,Arabic dialect identification based motif discovery GMMUBM motif lengths,2,1,0,NAM,3,3
1103,1103,"Marwah Alian, Arafat Awajan",Arabic Tag Sets - Review.,IntelliSys,2018,Conference and Workshop Papers,arabictagsetsreview2018,2.0,Arabic Tag Sets Review,1,1,0,AF,3,1
1104,1104,"Mariam Biltawi, Wael Etaiwi, Sara Tedmori, Adnan Shaout",Fuzzy Based Sentiment Classification in the Arabic Language.,IntelliSys,2018,Conference and Workshop Papers,fuzzybasedsentimentclassificationinthearabiclanguage2018,4.0,Fuzzy Based Sentiment Classification Arabic Language,2,2,0,AF,3,1
1105,1105,"Ayah ElMaghraby, Ahmed Rafea",Enhancing Translation from English to Arabic Using Two-Phase Decoder Translation.,IntelliSys,2018,Conference and Workshop Papers,enhancingtranslationfromenglishtoarabicusingtwophasedecodertranslation2018,,Enhancing Translation Arabic TwoPhase Decoder Translation,1,1,0,AF,3,1
1110,1110,"Seifeddine Mechti, Nabil Khoufi, Lamia Hadrich Belguith",Improving Native Language Identification Model with Syntactic Features - Case of Arabic.,ISDA,2018,Conference and Workshop Papers,improvingnativelanguageidentificationmodelwithsyntacticfeaturescaseofarabic2018,,Improving Native Language Identification Model Syntactic Features Arabic,1,1,1,AM,3,3
1111,1111,"Mayssa Mtibaa, Zeineb Neji, Mariem Ellouze, Lamia Hadrich Belguith",Intelligent Analysis in Question Answering System Based on an Arabic Temporal Resource.,ISDA,2018,Conference and Workshop Papers,intelligentanalysisinquestionansweringsystembasedonanarabictemporalresource2018,,Intelligent Analysis Question Answering System Based Arabic Temporal Resource,0,4,0,NAF,2,4
1114,1114,"Fatimah Mohammed Aloqayli, Yousef Ajami Alotaibi",Analyzing vowel triangles in spoken Arabic dialects.,ISSPIT,2018,Conference and Workshop Papers,analyzingvoweltrianglesinspokenarabicdialects2018,,Analyzing vowel triangles spoken Arabic dialects,1,1,0,AF,3,1
1119,1119,"Amira Barhoumi, Chafik Aloulou, Nathalie Camelin, Yannick Estève, Lamia Hadrich Belguith",Arabic Sentiment Analysis - An Empirical Study of Machine Translation&apos;s Impact.,LPKM,2018,Conference and Workshop Papers,arabicsentimentanalysisanempiricalstudyofmachinetranslationapossimpact2018,,Arabic Sentiment Analysis Empirical Study Machine Translationaposs Impact,0,3,1,AF,2,1
1122,1122,"Mourad Ellouze, Wafa Neifar, Lamia Hadrich Belguith",Word Alignment Applied on English-Arabic Parallel Corpus.,LPKM,2018,Conference and Workshop Papers,wordalignmentappliedonenglisharabicparallelcorpus2018,,Word Alignment Applied EnglishArabic Parallel Corpus,1,2,0,AM,3,2
1123,1123,"Rim Laatar, Chafik Aloulou, Lamia Hadrich Belguith",A Suggested XML Model of a Dictionary of Meanings to Help Create a Historical Dictionary for Arabic.,LPKM,2018,Conference and Workshop Papers,asuggestedxmlmodelofadictionaryofmeaningstohelpcreateahistoricaldictionaryforarabic2018,,Suggested XML Model Dictionary Meanings Help Create Historical Dictionary Arabic,0,2,1,AF,2,1
1128,1128,"Muhamed Al-Khalil, Hind Saddiki, Nizar Habash, Latifa Al-Sulaiti",A Leveled Reading Corpus of Modern Standard Arabic.,LREC,2018,Conference and Workshop Papers,aleveledreadingcorpusofmodernstandardarabic2018,7.0,Leveled Reading Corpus Arabic,2,2,0,NAM,3,2
1129,1129,"Amal Alsaif, Tasniem Alyahya, Madawi Alotaibi, Huda Almuzaini, Abeer Algahtani",Annotating Attribution Relations in Arabic.,LREC,2018,Conference and Workshop Papers,annotatingattributionrelationsinarabic2018,1.0,Annotating Attribution Relations Arabic,0,3,2,AF,2,1
