Unnamed: 0,Unnamed: 0.1,authors,title,venue,year,type,id,cited by,title_ranking,man,woman,None,first,group,rank
3279,3279,"Mohamed Hédi Maâloul, Iskandar Keskes, Lamia Hadrich Belguith, Philippe Blache",Automatic Summarization of Arabic Texts based on RST Technique.,ICEIS,2010,Conference and Workshop Papers,automaticsummarizationofarabictextsbasedonrsttechnique2010,,Automatic Summarization Arabic Texts based RST Technique,3,1,0,NAM,3,3
3285,3285,"Sourour Njah, Hala Bezine, Adel M. Alimi",A New Encoding System - Application to On-line Arabic Handwriting.,ICFHR,2010,Conference and Workshop Papers,anewencodingsystemapplicationtoonlinearabichandwriting2010,,Encoding System Application Online Arabic Handwriting,1,1,1,AM,3,2
3290,3290,"Wafa Boussellaa, Abderrazak Zahour, Haikal El Abed, Abdellatif BenAbdelhafid, Adel M. Alimi",Unsupervised Block Covering Analysis for Text-Line Segmentation of Arabic Ancient Handwritten Document Images.,ICPR,2010,Conference and Workshop Papers,unsupervisedblockcoveringanalysisfortextlinesegmentationofarabicancienthandwrittendocumentimages2010,,Unsupervised Block Covering Analysis TextLine Segmentation Arabic Ancient Handwritten Document Images,1,1,3,AF,3,1
3301,3301,"Nora I. Al-Rajebah, Hend S. Al-Khalifa, AbdulMalik S. Al-Salman",Building ontological models from Arabic Wikipedia - a proposed hybrid approach.,iiWAS,2010,Conference and Workshop Papers,buildingontologicalmodelsfromarabicwikipediaaproposedhybridapproach2010,,Building ontological models Arabic Wikipedia proposed hybrid approach,0,2,1,AF,2,1
3310,3310,Eiman Tamah Al-Shammari,Improving Arabic document categorization - Introducing local stem.,ISDA,2010,Conference and Workshop Papers,improvingarabicdocumentcategorizationintroducinglocalstem2010,,Improving Arabic document categorization Introducing local stem,0,1,0,AF,1,1
3312,3312,"Mohammad Abd-Alrahman Mahmoud Abushariah, Raja Noor Ainon, Roziati Zainuddin, Moustafa Elshafei, Othman Omran Khalifa",Phonetically rich and balanced speech corpus for Arabic speaker-independent continuous automatic speech recognition systems.,ISSPA,2010,Conference and Workshop Papers,phoneticallyrichandbalancedspeechcorpusforarabicspeakerindependentcontinuousautomaticspeechrecognitionsystems2010,,Phonetically rich balanced speech corpus Arabic speakerindependent continuous automatic speech recognition systems,3,1,1,NAM,3,2
3316,3316,"Uvais Qidwai, Fatma Ibrahim",Arabic speech-controlled wheelchair - A fuzzy scenario.,ISSPA,2010,Conference and Workshop Papers,arabicspeechcontrolledwheelchairafuzzyscenario2010,,Arabic speechcontrolled wheelchair fuzzy scenario,0,1,1,Other,1,2
3317,3317,"El-Said Saad, Medhat H. Awadalla, Amal Alajmi",Arabic verb pattern extraction.,ISSPA,2010,Conference and Workshop Papers,arabicverbpatternextraction2010,,Arabic verb pattern extraction,1,1,1,Other,3,3
3318,3318,"Zahia Tamen, Habiba Drias",How to overcome some segmentation problems in a constrained handwritten Arabic character recognition system.,ISSPA,2010,Conference and Workshop Papers,howtoovercomesomesegmentationproblemsinaconstrainedhandwrittenarabiccharacterrecognitionsystem2010,,overcome segmentation constrained handwritten Arabic character recognition system,0,2,0,NAF,2,2
3319,3319,Hend S. Al-Khalifa,Introducing Islamic history with an Arabic adaptive web-based information system.,ISWSA,2010,Conference and Workshop Papers,introducingislamichistorywithanarabicadaptivewebbasedinformationsystem2010,,Introducing Islamic history Arabic adaptive webbased information system,0,1,0,AF,1,1
3321,3321,Shabana Sheikh,Arabic.,ITNG,2010,Conference and Workshop Papers,arabic2010,,Arabic,0,1,0,AF,1,1
3322,3322,"Maha S. Al-Rabiah, AbdulMalik Al-Salman",An XML-based semantic parser for traditional arabic.,IUCS,2010,Conference and Workshop Papers,anxmlbasedsemanticparserfortraditionalarabic2010,1.0,XMLbased semantic parser traditional arabic,0,1,1,AF,1,1
3323,3323,"Mohammad A. M. Abushariah, Raja Noor Ainon, Roziati Zainuddin, Bassam Ali Al-Qatab, Assal A. M. Alqudah",Impact of a Newly Developed Modern Standard Arabic Speech Corpus on Implementing and Evaluating Automatic Continuous Speech Recognition Systems.,IWSDS,2010,Conference and Workshop Papers,impactofanewlydevelopedmodernstandardarabicspeechcorpusonimplementingandevaluatingautomaticcontinuousspeechrecognitionsystems2010,,Impact Newly Developed Arabic Speech Corpus Implementing Evaluating Automatic Continuous Speech Recognition Systems,2,1,2,NAM,3,2
3324,3324,"Ines Turki Khemakhem, Salma Jamoussi, Abdelmajid Ben Hamadou",The MIRACL Arabic-English statistical machine translation system for IWSLT 2010.,IWSLT,2010,Conference and Workshop Papers,themiraclarabicenglishstatisticalmachinetranslationsystemforiwslt20102010,,MIRACL ArabicEnglish statistical machine translation system IWSLT 2010,0,2,1,NAF,2,2
3326,3326,"Ziad Salem, Jawad Sadek, Fairouz Chakkour, Nadia Haskkour",Automatically Finding Answers to &quot;Why&quot; and &quot;How to&quot; Questions for Arabic Language.,KES,2010,Conference and Workshop Papers,automaticallyfindinganswerstoquotwhyquotandquothowtoquotquestionsforarabiclanguage2010,,Automatically Finding Answers quotWhyquot quotHow toquot Questions Arabic Language,2,1,1,AM,3,3
3327,3327,"Rania Al-Sabbagh, Roxana Girju",Mining the Web for the Induction of a Dialectical Arabic Lexicon.,LREC,2010,Conference and Workshop Papers,miningthewebfortheinductionofadialecticalarabiclexicon2010,,Mining Web Induction Dialectical Arabic Lexicon,0,2,0,AF,2,1
3328,3328,"Hassina Aliane, Zaia Alimazighi, Ahmed Cherif Mazari",Al - Khalil - The Arabic Linguistic Ontology Project.,LREC,2010,Conference and Workshop Papers,alkhalilthearabiclinguisticontologyproject2010,22.0,Al Khalil Arabic Linguistic Ontology Project,1,1,1,AF,3,1
3330,3330,"Mohammed Attia, Antonio Toral, Lamia Tounsi, Monica Monachini, Josef van Genabith",An Automatically Built Named Entity Lexicon for Arabic.,LREC,2010,Conference and Workshop Papers,anautomaticallybuiltnamedentitylexiconforarabic2010,,Automatically Built Named Entity Lexicon Arabic,3,2,0,AM,3,3
3343,3343,"C. Anton Rytting, Paul Rodrigues 0001, Tim Buckwalter, David M. Zajic, Bridget Hirsch, Jeff Carnes, Nathanael Lynn, Sarah C. Wayland, Chris Taylor, Jason White, Charles Blake III, Evelyn Browne, Corey Miller, Tristan Purvis",Error Correction for Arabic Dictionary Lookup.,LREC,2010,Conference and Workshop Papers,errorcorrectionforarabicdictionarylookup2010,,Error Correction Arabic Dictionary Lookup,9,2,1,Other,3,8
3346,3346,"Lamia Tounsi, Josef van Genabith",Arabic Parsing Using Grammar Transforms.,LREC,2010,Conference and Workshop Papers,arabicparsingusinggrammartransforms2010,,Arabic Parsing Grammar Transforms,1,1,0,AF,3,1
3349,3349,"Nabiha Azizi, Nadir Farah, Mokhtar Sellami 0001, Abdel Ennaji",Using Diversity in Classifier Set Selection for Arabic Handwritten Recognition.,MCS,2010,Conference and Workshop Papers,usingdiversityinclassifiersetselectionforarabichandwrittenrecognition2010,,Diversity Classifier Set Selection Arabic Handwritten Recognition,2,1,1,AF,3,1
3350,3350,"Mohammed Attia, Antonio Toral, Lamia Tounsi, Pavel Pecina, Josef van Genabith",Automatic Extraction of Arabic Multiword Expressions.,MWE@COLING,2010,Conference and Workshop Papers,automaticextractionofarabicmultiwordexpressions2010,,Automatic Extraction Arabic Multiword Expressions,4,1,0,AM,3,3
3354,3354,"Chiara Higgins, Elizabeth McGrath, Laila Moretto",MTurk Crowdsourcing - A Viable Method for Rapid Discovery of Arabic Nicknames?,Mturk@HLT-NAACL,2010,Conference and Workshop Papers,mturkcrowdsourcingaviablemethodforrapiddiscoveryofarabicnicknames2010,,MTurk Crowdsourcing Viable Method Rapid Discovery Arabic Nicknames,0,3,0,NAF,2,3
3357,3357,"Omar Trigui, Lamia Hadrich Belguith, Paolo Rosso",An Automatic Definition Extraction in Arabic Language.,NLDB,2010,Conference and Workshop Papers,anautomaticdefinitionextractioninarabiclanguage2010,,Automatic Definition Extraction Arabic Language,2,1,0,AM,3,2
3366,3366,"Ines Turki Khemakhem, Salma Jamoussi, Abdelmajid Ben Hamadou",Arabic morpho-syntactic feature disambiguation in a translation context.,SSST@COLING,2010,Conference and Workshop Papers,arabicmorphosyntacticfeaturedisambiguationinatranslationcontext2010,11.0,Arabic morphosyntactic feature disambiguation translation context,0,2,1,NAF,2,2
3367,3367,"Mohamed Mahdi Boudabous, Mohamed Hédi Maâloul, Lamia Hadrich Belguith",Digital Learning for Summarizing Arabic Documents.,IceTAL,2010,Conference and Workshop Papers,digitallearningforsummarizingarabicdocuments2010,,Digital Learning Summarizing Arabic Documents,2,1,0,NAM,3,3
3369,3369,"Abdelmajid Ben Hamadou, Odile Piton, Héla Fehri",Recognition and translation Arabic-French of Named Entities - case of the Sport places,CoRR,2010,Informal Publications,recognitionandtranslationarabicfrenchofnamedentitiescaseofthesportplaces2010,,Recognition translation ArabicFrench Named Entities Sport,0,1,2,AM,1,3
3378,3378,"Imed Zitouni, Ruhi Sarikaya",Arabic diacritic restoration approach based on maximum entropy models.,Comput. Speech Lang.,2009,Journal Articles,arabicdiacriticrestorationapproachbasedonmaximumentropymodels2009,52.0,Arabic diacritic restoration approach based maximum entropy models,0,1,1,AM,1,2
3379,3379,"Monji Kherallah, Fatma Bouri, Adel M. Alimi",On-line Arabic handwriting recognition system based on visual encoding and genetic algorithm.,Eng. Appl. Artif. Intell.,2009,Journal Articles,onlinearabichandwritingrecognitionsystembasedonvisualencodingandgeneticalgorithm2009,,Online Arabic handwriting recognition system based visual encoding genetic algorithm,1,1,1,AM,3,2
3387,3387,"Yassine Benajiba, Mona T. Diab, Paolo Rosso",Using Language Independent and Language Specific Features to Enhance Arabic Named Entity Recognition.,Int. Arab J. Inf. Technol.,2009,Journal Articles,usinglanguageindependentandlanguagespecificfeaturestoenhancearabicnamedentityrecognition2009,,Language Independent Language Specific Features Enhance Arabic Named Entity Recognition,2,1,0,NAM,3,2
3389,3389,"Souha Hammami, Lamia Hadrich Belguith, Abdelmajid Ben Hamadou",Arabic anaphora resolution - corpora annotation with coreferential links.,Int. Arab J. Inf. Technol.,2009,Journal Articles,arabicanaphoraresolutioncorporaannotationwithcoreferentiallinks2009,25.0,Arabic anaphora resolution corpora annotation coreferential links,0,1,2,AF,1,1
3410,3410,"Ghassan Kanaan, Riyad Al-Shalabi, Sameh H. Ghwanmeh, Hamda Al-Ma&apos;adeed",A comparison of text-classification techniques applied to Arabic text.,J. Assoc. Inf. Sci. Technol.,2009,Journal Articles,acomparisonoftextclassificationtechniquesappliedtoarabictext2009,,comparison textclassification techniques applied Arabic text,3,1,0,AM,3,3
3411,3411,"Khaled Shaalan, Hafsa Raza",NERA - Named Entity Recognition for Arabic.,J. Assoc. Inf. Sci. Technol.,2009,Journal Articles,neranamedentityrecognitionforarabic2009,132.0,NERA Named Entity Recognition Arabic,1,1,0,AM,3,2
3417,3417,Laila Khreisat,A machine learning approach for Arabic text classification using N-gram frequency statistics.,J. Informetrics,2009,Journal Articles,amachinelearningapproachforarabictextclassificationusingngramfrequencystatistics2009,,machine learning approach Arabic text classification Ngram frequency statistics,0,1,0,AF,1,1
3432,3432,"Yassine Benajiba, Mona T. Diab, Paolo Rosso",Arabic Named Entity Recognition - A Feature-Driven Study.,IEEE Trans. Speech Audio Process.,2009,Journal Articles,arabicnamedentityrecognitionafeaturedrivenstudy2009,,Arabic Named Entity Recognition FeatureDriven Study,2,1,0,NAM,3,2
3442,3442,"Lamia Tounsi, Mohammed Attia, Josef van Genabith",Automatic Treebank-Based Acquisition of Arabic LFG Dependency Structures.,SEMITIC@EACL,2009,Conference and Workshop Papers,automatictreebankbasedacquisitionofarabiclfgdependencystructures2009,,Automatic TreebankBased Acquisition Arabic LFG Dependency Structures,2,1,0,AF,3,1
3451,3451,"Jian Cheng, Jared Bernstein, Ulrike Padó, Masanori Suzuki",Automated Assessment of Spoken Modern Standard Arabic.,BEA@NAACL,2009,Conference and Workshop Papers,automatedassessmentofspokenmodernstandardarabic2009,,Automated Assessment Spoken Arabic,2,1,0,AF,3,1
3452,3452,"Huda AlAmri, Chun Lei He, Ching Y. Suen",A New Approach for Segmentation and Recognition of Arabic Handwritten Touching Numeral Pairs.,CAIP,2009,Conference and Workshop Papers,anewapproachforsegmentationandrecognitionofarabichandwrittentouchingnumeralpairs2009,,Approach Segmentation Recognition Arabic Handwritten Touching Numeral Pairs,1,1,0,AF,3,1
3456,3456,Eiman Tamah Al-Shammari,A Novel Algorithm for Normalizing Noisy Arabic Text.,CSIE,2009,Conference and Workshop Papers,anovelalgorithmfornormalizingnoisyarabictext2009,,Novel Algorithm Normalizing Noisy Arabic Text,0,1,0,AF,1,1
3464,3464,"Leila Baccour, Adel M. Alimi",A comparison of some intuitionistic fuzzy similarity measures applied to handwritten arabic sentences recognition.,FUZZ-IEEE,2009,Conference and Workshop Papers,acomparisonofsomeintuitionisticfuzzysimilaritymeasuresappliedtohandwrittenarabicsentencesrecognition2009,,comparison intuitionistic fuzzy similarity measures applied handwritten arabic sentences recognition,1,1,0,AF,3,1
3465,3465,"Aaron Marcus, Sundus Hamoodi",The Impact of Culture on the Design of Arabic Websites.,HCI,2009,Conference and Workshop Papers,theimpactofcultureonthedesignofarabicwebsites2009,,Impact Culture Design Arabic Websites,1,1,0,NAM,3,2
3470,3470,"Karima Meftouh, Kamel Smaïli, Mohamed Tayeb Laskri",Comparative Study of Arabic and French Statistical Language Models.,ICAART,2009,Conference and Workshop Papers,comparativestudyofarabicandfrenchstatisticallanguagemodels2009,,Comparative Study Arabic French Statistical Language Models,2,1,0,AF,3,1
3474,3474,"Murat Akbacak, Horacio Franco, Michael W. Frandsen, Sasa Hasan, Huda Jameel, Andreas Kathol, Shahram Khadivi, Xin Lei, Arindam Mandal, Saab Mansour, Kristin Precoda, Colleen Richey, Dimitra Vergyri, Wen Wang 0001, Mei Yang, Jing Zheng",Recent advances in SRI&apos;S IraqCommTM Iraqi Arabic-English speech-to-speech translation system.,ICASSP,2009,Conference and Workshop Papers,recentadvancesinsriapossiraqcommtmiraqiarabicenglishspeechtospeechtranslationsystem2009,,Recent advances SRIaposS IraqCommTM Iraqi ArabicEnglish speechtospeech translation system,5,6,3,NAM,3,5
3483,3483,"Wafa Boussellaa, Aymen Bougacha, Abderrazak Zahour, Haikal El Abed, Adel M. Alimi",Enhanced Text Extraction from Arabic Degraded Document Images Using EM Algorithm.,ICDAR,2009,Conference and Workshop Papers,enhancedtextextractionfromarabicdegradeddocumentimagesusingemalgorithm2009,,Enhanced Text Extraction Arabic Degraded Document Images EM Algorithm,2,1,2,AF,3,1
3488,3488,"Sofiene Haboubi, Samia Maddouri, Noureddine Ellouze, Haikal El Abed",Invariant Primitives for Handwritten Arabic Script - A Contrastive Study of Four Feature Sets.,ICDAR,2009,Conference and Workshop Papers,invariantprimitivesforhandwrittenarabicscriptacontrastivestudyoffourfeaturesets2009,,Invariant Primitives Handwritten Arabic Script Contrastive Study Feature Sets,1,1,2,AM,3,2
3498,3498,"Fadoua Bouafif Samoud, Samia Snoussi Maddouri, Noureddine Ellouze",A hybrid method for three segmentation level of handwritten Arabic script.,MOCR@ICDAR,2009,Conference and Workshop Papers,ahybridmethodforthreesegmentationlevelofhandwrittenarabicscript2009,,hybrid method segmentation level handwritten Arabic script,1,1,1,AF,3,1
3509,3509,"Rasha M. BinSultan Al-Eidan, Hend S. Al-Khalifa, AbdulMalik S. Al-Salman",Towards the measurement of Arabic Weblogs credibility automatically.,iiWAS,2009,Conference and Workshop Papers,towardsthemeasurementofarabicweblogscredibilityautomatically2009,,Towards measurement Arabic Weblogs credibility automatically,0,2,1,AF,2,1
3510,3510,"Layan M. Bin Saleh, Hend S. Al-Khalifa",AraTation - an Arabic semantic annotation tool.,iiWAS,2009,Conference and Workshop Papers,aratationanarabicsemanticannotationtool2009,,AraTation Arabic semantic annotation tool,0,2,0,AF,2,1
3527,3527,"Khalid Saeed 0001, Majida Albakoor, Fadel Sukkar",Intelligent System for Arabic Character Recognition.,NaBIC,2009,Conference and Workshop Papers,intelligentsystemforarabiccharacterrecognition2009,,Intelligent System Arabic Character Recognition,2,1,0,AM,3,2
3528,3528,"Noha Adly, Sameh Al Ansary",Evaluation of Arabic Machine Translation System Based on the Universal Networking Language.,NLDB,2009,Conference and Workshop Papers,evaluationofarabicmachinetranslationsystembasedontheuniversalnetworkinglanguage2009,,Evaluation Arabic Machine Translation System Based Universal Networking Language,1,1,0,NAF,3,2
3530,3530,"Aqil M. Azmi, Suha Al-Thanyyan",Ikhtasir - A user selected compression ratio Arabic text summarization system.,NLPKE,2009,Conference and Workshop Papers,ikhtasirauserselectedcompressionratioarabictextsummarizationsystem2009,,Ikhtasir user selected compression ratio Arabic text summarization system,1,1,0,AM,3,2
3532,3532,"Wissal Brini, Mariem Ellouze, Slim Mesfar, Lamia Hadrich Belguith",An Arabic question-answering system for factoid questions.,NLPKE,2009,Conference and Workshop Papers,anarabicquestionansweringsystemforfactoidquestions2009,31.0,Arabic questionanswering system factoid questions,1,3,0,NAF,3,4
3544,3544,"Jared Bernstein, Masanori Suzuki, Jian Cheng, Ulrike Padó",Evaluating diglossic aspects of an automated test of spoken modern standard Arabic.,SLaTE,2009,Conference and Workshop Papers,evaluatingdiglossicaspectsofanautomatedtestofspokenmodernstandardarabic2009,,Evaluating diglossic aspects automated test spoken Arabic,2,1,0,NAM,3,3
3559,3559,"Fatma Zohra Belkredim, Farid Meziane",DEAR-ONTO - A DErivational ARabic Ontology Based on Verbs.,Int. J. Comput. Process. Orient. Lang.,2008,Journal Articles,dearontoaderivationalarabicontologybasedonverbs2008,,DEARONTO DErivational ARabic Ontology Based Verbs,1,1,0,AF,3,1
3564,3564,"Nashat Mansour, Ramzi A. Haraty, Walid Daher, Manal Houri",An auto-indexing method for Arabic text.,Inf. Process. Manag.,2008,Journal Articles,anautoindexingmethodforarabictext2008,,autoindexing method Arabic text,2,1,1,AM,3,4
3573,3573,"Wafa Boussellaa, Abderrazak Zahour, Adel M. Alimi",A Methodology for the Separation of Foreground/Background in Arabic Historical Manuscripts using Hybrid Methods.,J. Univers. Comput. Sci.,2008,Journal Articles,amethodologyfortheseparationofforegroundbackgroundinarabichistoricalmanuscriptsusinghybridmethods2008,,Methodology Separation ForegroundBackground Arabic Historical Manuscripts Hybrid Methods,1,1,1,AF,3,1
3575,3575,"Azza Abdel Monem, Khaled Shaalan, Ahmed A. Rafea, Hoda Baraka",Generating Arabic text in multilingual speech-to-speech machine translation framework.,Mach. Transl.,2008,Journal Articles,generatingarabictextinmultilingualspeechtospeechmachinetranslationframework2008,,Generating Arabic text multilingual speechtospeech machine translation framework,2,2,0,AF,3,1
3583,3583,"Fatima Chouireb, Mhania Guerti",Towards a high quality Arabic speech synthesis system based on neural networks and residual excited vocal tract model.,Signal Image Video Process.,2008,Journal Articles,towardsahighqualityarabicspeechsynthesissystembasedonneuralnetworksandresidualexcitedvocaltractmodel2008,,Towards quality Arabic speech synthesis system based neural networks residual excited vocal tract model,0,1,1,AF,1,1
3585,3585,"Ruhi Sarikaya, Mohamed Afify, Yonggang Deng, Hakan Erdogan, Yuqing Gao",Joint Morphological-Lexical Language Modeling for Processing Morphologically Rich Languages With Application to Dialectal Arabic.,IEEE Trans. Speech Audio Process.,2008,Journal Articles,jointmorphologicallexicallanguagemodelingforprocessingmorphologicallyrichlanguageswithapplicationtodialectalarabic2008,,Joint MorphologicalLexical Language Modeling Processing Morphologically Rich Languages Application Dialectal Arabic,2,1,2,AF,3,1
3588,3588,"Mona T. Diab, Alessandro Moschitti, Daniele Pighin",Semantic Role Labeling Systems for Arabic using Kernel Methods.,ACL,2008,Conference and Workshop Papers,semanticrolelabelingsystemsforarabicusingkernelmethods2008,,Semantic Role Labeling Systems Arabic Kernel Methods,2,1,0,AF,3,1
3593,3593,"Ryan Roth, Owen Rambow, Nizar Habash, Mona T. Diab, Cynthia Rudin","Arabic Morphological Tagging, Diacritization, and Lemmatization Using Lexeme Models and Feature Ranking.",ACL,2008,Conference and Workshop Papers,arabicmorphologicaltaggingdiacritizationandlemmatizationusinglexememodelsandfeatureranking2008,182.0,Arabic Morphological Tagging Diacritization Lemmatization Lexeme Models Feature Ranking,3,2,0,NAM,3,4
3594,3594,"Somaya Al-Máadeed, Amat-AlAleem Al-Kurbi, Amal Al-Muslih, Reem Al-Qahtani, Haend Al Kubisi",Writer identification of Arabic handwriting documents using grapheme features.,AICCSA,2008,Conference and Workshop Papers,writeridentificationofarabichandwritingdocumentsusinggraphemefeatures2008,,Writer identification Arabic handwriting documents grapheme features,0,3,2,AF,2,1
3595,3595,"Somaya Al-Máadeed, Eman Mohammed, Dori Al Kassis",Writer identification using edge-based directional probability distribution features for arabic words.,AICCSA,2008,Conference and Workshop Papers,writeridentificationusingedgebaseddirectionalprobabilitydistributionfeaturesforarabicwords2008,,Writer identification edgebased directional probability distribution features arabic words,1,2,0,AF,3,1
3604,3604,"Eiman Tamah Al-Shammari, Jessica Lin 0001",Towards an error-free Arabic stemming.,CIKM-iNEWS,2008,Conference and Workshop Papers,towardsanerrorfreearabicstemming2008,,Towards errorfree Arabic stemming,0,2,0,AF,2,1
3617,3617,"Yassine Benajiba, Mona T. Diab, Paolo Rosso",Arabic Named Entity Recognition using Optimized Feature Sets.,EMNLP,2008,Conference and Workshop Papers,arabicnamedentityrecognitionusingoptimizedfeaturesets2008,,Arabic Named Entity Recognition Optimized Feature Sets,2,1,0,NAM,3,2
3618,3618,"Eiman Tamah Al-Shammari, Jessica Lin 0001",A new Arabic stemming algorithm.,ExLing,2008,Conference and Workshop Papers,anewarabicstemmingalgorithm2008,,Arabic stemming algorithm,0,2,0,AF,2,1
3620,3620,"Amina Chentir, Mhania Guerti, Daniel J. Hirst",Classification by discriminant analysis of the energy in view of the detection of accentuated syllable in standard Arabic.,ExLing,2008,Conference and Workshop Papers,classificationbydiscriminantanalysisoftheenergyinviewofthedetectionofaccentuatedsyllableinstandardarabic2008,,Classification discriminant analysis energy view detection accentuated syllable Arabic,1,1,1,AF,3,1
3627,3627,"Amani A. Al-Ajlan, Hend S. Al-Khalifa, AbdulMalik S. Al-Salman",Towards the development of an automatic readability measurements for arabic language.,ICDIM,2008,Conference and Workshop Papers,towardsthedevelopmentofanautomaticreadabilitymeasurementsforarabiclanguage2008,,Towards development automatic readability measurements arabic language,0,2,1,AF,2,1
3637,3637,Hend S. Al-Khalifa,Building an Arabic learning object repository with an ad hoc recommendation engine.,iiWAS,2008,Conference and Workshop Papers,buildinganarabiclearningobjectrepositorywithanadhocrecommendationengine2008,,Building Arabic learning object repository ad hoc recommendation engine,0,1,0,AF,1,1
3638,3638,"Sundus Hamoodi, Asim El-Sheikh",Culture Reflection in Arabic Websites.,IKE,2008,Conference and Workshop Papers,culturereflectioninarabicwebsites2008,,Culture Reflection Arabic Websites,1,1,0,AF,3,1
3640,3640,"Noor Ahmed Shaikh, Zubair Ahmed Shaikh, Ghulam Ali",Segmentation of Arabic Text into Characters for Recognition.,IMTIC,2008,Conference and Workshop Papers,segmentationofarabictextintocharactersforrecognition2008,,Segmentation Arabic Text Characters Recognition,2,1,0,AF,3,1
3641,3641,"Azra Nahid Ali, Mohamed Lahrouchi, Michael Ingleby","Vowel epenthesis, acoustics and phonology patterns in Moroccan Arabic.",INTERSPEECH,2008,Conference and Workshop Papers,vowelepenthesisacousticsandphonologypatternsinmoroccanarabic2008,,Vowel epenthesis acoustics phonology patterns Moroccan Arabic,2,1,0,AF,3,1
3643,3643,"Liz Dockendorf, Dalal Almubayei, Matthew Benton",Testing a large corpus of natural standard Arabic for rhythm class.,INTERSPEECH,2008,Conference and Workshop Papers,testingalargecorpusofnaturalstandardarabicforrhythmclass2008,,Testing corpus natural Arabic rhythm class,1,2,0,NAF,3,2
3652,3652,"Siham Boulaknadel, Béatrice Daille, Driss Aboutajdine",Multi-word term indexing for Arabic document retrieval.,ISCC,2008,Conference and Workshop Papers,multiwordtermindexingforarabicdocumentretrieval2008,,Multiword term indexing Arabic document retrieval,1,1,1,AF,3,1
3657,3657,"Holger Schwenk, Yannick Estève, Sadaf Abdul-Rauf",The LIUM Arabic/English statistical machine translation system for IWSLT 2008.,IWSLT,2008,Conference and Workshop Papers,theliumarabicenglishstatisticalmachinetranslationsystemforiwslt20082008,,LIUM ArabicEnglish statistical machine translation system IWSLT 2008,1,1,0,NAM,3,3
3659,3659,"Ghazi Abuhakema, Reem Faraj, Anna Feldman, Eileen Fitzpatrick",Annotating an Arabic Learner Corpus for Error.,LREC,2008,Conference and Workshop Papers,annotatinganarabiclearnercorpusforerror2008,,Annotating Arabic Learner Corpus Error,1,3,0,AM,3,2
3663,3663,"Siham Boulaknadel, Béatrice Daille, Driss Aboutajdine",A Multi-Word Term Extraction Program for Arabic Language.,LREC,2008,Conference and Workshop Papers,amultiwordtermextractionprogramforarabiclanguage2008,,MultiWord Term Extraction Program Arabic Language,1,1,1,AF,3,1
3671,3671,"Martha Palmer, Olga Babko-Malaya, Ann Bies, Mona T. Diab, Mohamed Maamouri, Aous Mansouri, Wajdi Zaghouani",A Pilot Arabic Propbank.,LREC,2008,Conference and Workshop Papers,apilotarabicpropbank2008,54.0,Pilot Arabic Propbank,2,4,1,NAF,3,4
3673,3673,"Doaa Samy, Ana González-Ledesma",Pragmatic Annotation of Discourse Markers in a Multilingual Parallel Corpus (Arabic- Spanish-English).,LREC,2008,Conference and Workshop Papers,pragmaticannotationofdiscoursemarkersinamultilingualparallelcorpusarabicspanishenglish2008,,Pragmatic Annotation Discourse Markers Multilingual Parallel Corpus Arabic SpanishEnglish,0,2,0,AF,2,1
3675,3675,Siham Boulaknadel,Impact of Term-Indexing for Arabic Document Retrieval.,NLDB,2008,Conference and Workshop Papers,impactoftermindexingforarabicdocumentretrieval2008,,Impact TermIndexing Arabic Document Retrieval,0,1,0,AF,1,1
3679,3679,"Eiman Tamah Al-Shammari, Jessica Lin 0001",A novel Arabic lemmatization algorithm.,AND,2008,Conference and Workshop Papers,anovelarabiclemmatizationalgorithm2008,,novel Arabic lemmatization algorithm,0,2,0,AF,2,1
3682,3682,"Khaled Shaalan, Hafsa Raza",Arabic Named Entity Recognition from Diverse Text Types.,GoTAL,2008,Conference and Workshop Papers,arabicnamedentityrecognitionfromdiversetexttypes2008,322.0,Arabic Named Entity Recognition Diverse Text Types,1,1,0,AM,3,2
3683,3683,"Noor Shaker, Mohamed Abou-Zleikha, Oumayma Al Dakkak",SSML for Arabic Language.,TSD,2008,Conference and Workshop Papers,ssmlforarabiclanguage2008,,SSML Arabic Language,1,1,1,AF,3,1
3684,3684,"Sara Izadi, Ching Y. Suen",Incorporating a New Relational Feature in Arabic Online Handwritten Character Recognition.,VISAPP,2008,Conference and Workshop Papers,incorporatinganewrelationalfeatureinarabiconlinehandwrittencharacterrecognition2008,,Incorporating Relational Feature Arabic Online Handwritten Character Recognition,1,1,0,AF,3,1
3699,3699,"Khalid Saeed 0001, Majida Albakoor",A New Feature Extraction Method for TMNN-Based Arabic Character Classification.,Comput. Informatics,2007,Journal Articles,anewfeatureextractionmethodfortmnnbasedarabiccharacterclassification2007,,Feature Extraction Method TMNNBased Arabic Character Classification,1,1,0,AM,3,2
3700,3700,"Atef Z. Ghalwash, Aliaa A. A. Youssif, Amena M. Ramadan",Development of A System for Teaching Arabic as A Second Language For Deaf Learners.,Egypt. Comput. Sci. J.,2007,Journal Articles,developmentofasystemforteachingarabicasasecondlanguagefordeaflearners2007,,Development System Teaching Arabic Language Deaf Learners,1,2,0,NAM,3,3
